Date,Value,zscore,rolling_mean,rolling_std,first_difference
2022-01-01,52.65570432661451,-1.7322624785170442,,,
2022-01-02,49.7898809117414,-1.8372709319490657,,,-2.8658234148731125
2022-01-03,54.028611965475726,-1.681956898936103,,,4.238731053734327
2022-01-04,58.71413245417292,-1.5102717708543623,,,4.685520488697193
2022-01-05,50.23682631923724,-1.8208941217917793,,,-8.47730613493568
2022-01-06,50.54526369657776,-1.8095924722180246,,,0.3084373773405247
2022-01-07,59.92006233474966,-1.466084529222647,53.69864028693846,4.128441804994392,9.374798638171896
2022-01-08,56.16886547648623,-1.603534512554136,54.200520451205854,4.193552622739185,-3.7511968582634267
2022-01-09,50.29160668792696,-1.818886879557422,54.2721955620895,4.109038938915012,-5.877258788559274
2022-01-10,55.65860837207337,-1.6222311667544678,54.50505219160345,4.139010712132928,5.367001684146409
2022-01-11,50.93504164806876,-1.7953103710754517,53.39375350501714,3.8551304188800257,-4.7235667240046055
2022-01-12,51.2292455459034,-1.784530259452051,53.535527680255164,3.7360939788064766,0.29420389783464174
2022-01-13,55.07286210431018,-1.6436938672691517,54.182327452788364,3.517661584298755,3.8436165584067794
2022-01-14,44.601148354578726,-2.0273945726005795,51.99391116990681,4.074246119957519,-10.471713749731457
2022-01-15,45.84675200777479,-1.9817536191026872,50.51932353151945,4.177984961986211,1.2456036531960635
2022-01-16,51.96293844968413,-1.7576465524098728,50.75808521177048,4.210432858723185,6.116186441909342
2022-01-17,50.01244954905178,-1.8291156533421769,49.951491094195966,3.613704377094869,-1.950488900632351
2022-01-18,56.949216032826925,-1.5749411928712547,50.81065886344714,4.494195400456046,6.936766483775145
2022-01-19,51.13832966397513,-1.787861565946425,50.79767088031452,4.492915280634048,-5.810886368851797
2022-01-20,48.91645021529207,-1.869274860083018,49.91818346759765,4.102132996759444,-2.2218794486830546
2022-01-21,63.60473109376875,-1.3310722441719256,52.63298100176765,5.893850109906092,14.688280878476675
2022-01-22,55.44507625524118,-1.6300553324829783,54.004170179977145,5.117269325966527,-8.159654838527565
2022-01-23,57.207973716012674,-1.5654598884810498,54.753460932309785,5.15244837960407,1.762897460771491
2022-01-24,50.0418238924993,-1.8280393293928374,54.75765726708801,5.14795359376035,-7.166149823513372
2022-01-25,54.73769363637397,-1.6559749876879826,54.44172549616615,5.058117827756028,4.695869743874667
2022-01-26,58.307026408300224,-1.5251888016937554,55.46582503106974,5.0032323530603575,3.5693327719262555
2022-01-27,52.28896936590903,-1.7457002468189131,55.94761348115787,4.392555530620565,-6.018057042391192
2022-01-28,60.21262293774317,-1.455364630607802,55.46302660172565,3.5043389524724273,7.923653571834137
2022-01-29,55.61976138992002,-1.6236545836667775,55.48798162096549,3.5048117702878114,-4.592861547823148
2022-01-30,57.45188949235942,-1.5565224158130149,55.52282673187216,3.5259111191035304,1.8321281024393983
2022-01-31,56.18776541846994,-1.6028419877923645,56.400818378439396,2.568947947135025,-1.2641240738894837
2022-02-01,68.74212233866595,-1.1428298331070597,58.401451050195384,5.182036974821231,12.554356920196014
2022-02-02,59.69612723552895,-1.4742898772270894,58.599894025513784,5.204367658694419,-9.045995103137003
2022-02-03,54.75634643210217,-1.655291518768915,58.95237646354137,4.771233895632141,-4.939780803426778
2022-02-04,64.43727637000246,-1.3005664246522297,59.55589838243556,5.204713763872022,9.680929937900295
2022-02-05,54.4983050326281,-1.6647465773533274,59.39569033139386,5.3609806614379565,-9.938971337374362
2022-02-06,61.92309169394648,-1.3926902600235784,60.03443350304916,5.357146752767411,7.424786661318379
2022-02-07,51.35491123243732,-1.779925663326583,59.34402576218735,6.1832399750825315,-10.568180461509165
2022-02-08,54.78501669197132,-1.6542409935925455,57.35015352694525,4.72628110577721,3.430105459534005
2022-02-09,62.68109494167204,-1.3649157822497497,57.77657748496569,5.093605149711851,7.896078249700722
2022-02-10,65.65808056512138,-1.2558341638271373,59.33396807539702,5.652240227831514,2.9769856234493375
2022-02-11,63.08962594453701,-1.3499465386574043,59.14144658604481,5.469440501122405,-2.568454620584369
2022-02-12,61.9196194339225,-1.3928174893054455,60.20163435765829,5.1280303314556885,-1.1700065106145132
2022-02-13,61.255420153194336,-1.4171548364280746,60.10625270897942,5.096788793149687,-0.6641992807281625
2022-02-14,55.629370578953306,-1.6233024872766495,60.71688975848169,4.014762108672288,-5.62604957424103
2022-02-15,59.68172874248804,-1.474817461543042,61.416420051412665,3.1403006908078552,4.052358163534734
2022-02-16,61.23461639117389,-1.4179171202673362,61.209780258484344,3.0904066759571527,1.5528876486858465
2022-02-17,69.078137525118,-1.1305176875380474,61.69835982419816,4.036425420466543,7.843521133944108
2022-02-18,65.76315479056129,-1.2519840724880307,62.08029251648734,4.307400795546052,-3.3149827345567076
2022-02-19,55.48018607509525,-1.6287688513048226,61.1603734652263,4.982202348576346,-10.28296871546604
2022-02-20,66.1638831843065,-1.2373007292453537,61.86158246967089,5.331013953173684,10.683697109211252
2022-02-21,62.86384847848919,-1.3582193939933052,62.89507931246174,4.568105381278903,-3.3000347058173105
2022-02-22,61.64813423727085,-1.4027651505891536,63.17599438314499,4.3947388591976155,-1.2157142412183362
2022-02-23,68.33226629855385,-1.1578476282296004,64.18994436991356,4.681593520933835,6.684132061282995
2022-02-24,70.66764847652598,-1.0722754085984694,64.41701736297185,4.986802424608693,2.3353821779721358
2022-02-25,70.4054127039476,-1.0818841558681354,65.08019706488417,5.479953346808139,-0.2622357725783786
2022-02-26,61.786851524257216,-1.397682322493352,65.98114927190731,3.9408806500933844,-8.618561179690388
2022-02-27,64.6683413551709,-1.2920998259745495,65.76750043917365,3.9697563730261125,2.8814898309136794
2022-02-28,68.09969355174516,-1.1663694737578596,66.51547830678166,3.8219852550650546,3.4313521965742666
2022-03-01,71.54755699919174,-1.040034122325471,67.92968155848465,3.5420429499401243,3.4478634474465792
2022-03-02,64.4978704402613,-1.298346158891259,67.3819107215857,3.7592395597436354,-7.049686558930446
2022-03-03,66.18678655168499,-1.2364615124344647,66.74178758946556,3.4774329186571604,1.6889161114236941
2022-03-04,61.802150914335,-1.3971217278376644,65.51275019094948,3.4871040811523324,-4.384635637349987
2022-03-05,61.56891733049349,-1.4056677875147885,65.48161673469751,3.5266622782455714,-0.2332335838415105
2022-03-06,71.82606109616465,-1.029829277063258,66.50414812626805,4.220893373729848,10.25714376567116
2022-03-07,74.75544785992157,-0.9224917586488623,67.45497017029325,5.261580710020819,2.9293867637569235
2022-03-08,67.82232516436262,-1.1765327047646326,66.92279419388909,4.958302687730642,-6.93312269555895
2022-03-09,73.40545955840729,-0.971957536253172,68.1953069250528,5.359077466000104,5.583134394044663
2022-03-10,70.39866545418082,-1.0821313861263757,68.79700391112364,5.332363884742878,-3.006794104226472
2022-03-11,65.56482830972418,-1.2592510788636633,69.33452925332209,4.656556020152678,-4.833837144456638
2022-03-12,70.79457970285144,-1.067624441026814,70.65248102080179,3.15618769409905,5.229751393127259
2022-03-13,76.87217410386154,-0.8449314497821178,71.37335430761563,3.9462811258823915,6.077594401010103
2022-03-14,69.19444866603192,-1.1262558572518901,70.57892585134569,3.704278277443292,-7.677725437829622
2022-03-15,77.38556654498909,-0.8261199117205931,71.94510319143518,4.242571780050748,8.191117878957172
2022-03-16,56.64955861964414,-1.5859211302094935,69.55140305732616,7.067636716731583,-20.73600792534495
2022-03-17,74.04088450116438,-0.9486745278986577,70.0717200640381,7.271535992155558,17.391325881520245
2022-03-18,70.54683346381552,-1.076702268107766,70.78343508605114,6.995466456462046,-3.494051037348868
2022-03-19,68.79391300487431,-1.1409321384575815,70.4976255577687,7.035689612785201,-1.7529204589412046
2022-03-20,70.92221880458341,-1.0629475357434086,69.6476319435861,6.47422525885543,2.1283057997090964
2022-03-21,60.69713793793081,-1.437611209175668,68.43373041100024,7.3153335030027495,-10.225080866652597
2022-03-22,69.7052828379224,-1.1075380583560983,67.33654702427643,6.2468581606654,9.008144899991585
2022-03-23,72.75494769245749,-0.9957933541294772,69.63731689182119,4.324965742315515,3.049664854535095
2022-03-24,78.52167188690987,-0.7844911552969384,70.27742937549911,5.305722069608666,5.7667241944523795
2022-03-25,68.70073401650971,-1.144346368870295,70.01370088302686,5.335894813238298,-9.820937870400158
2022-03-26,67.40656036954208,-1.1917670063161538,69.81550764940796,5.413947666784067,-1.2941736469676357
2022-03-27,69.09424035998747,-1.129927653352152,69.55436787160855,5.395724156975507,1.687679990445389
2022-03-28,76.33108223740015,-0.8647579400560385,71.78778848581844,4.227670696074032,7.236841877412687
2022-03-29,73.54591797903214,-0.9668109101753845,72.33645064883413,4.161053060708148,-2.785164258368013
2022-03-30,69.39849361410958,-1.1187793168910802,71.85695720907015,4.295990950779985,-4.147424364922557
2022-03-31,74.7558030072835,-0.9224787454691168,71.31897594055208,3.4807122787099725,5.357309393173921
2022-04-01,72.81406226738977,-0.9936272994951567,71.90659426210638,3.307949342419303,-1.9417407398937314
2022-04-02,77.30814496386935,-0.828956764980097,73.32110634701029,3.1774126526989286,4.49408269647958
2022-04-03,69.0879370635142,-1.1301586164361808,73.32020587608554,3.1788107689233045,-8.220207900355149
2022-04-04,71.09021245025876,-1.056791974019953,72.57151019220818,2.961213294536788,2.0022753867445573
2022-04-05,70.89534317176026,-1.063932302851919,72.1928566483122,2.9852169339298142,-0.19486927849850133
2022-04-06,65.6627129070181,-1.2556644272495734,71.65917369015628,3.79274990106102,-5.232630264742156
2022-04-07,74.5823394278367,-0.9288347345052724,71.63439317880673,3.7696418299808445,8.919626520818596
2022-04-08,74.5255160864503,-0.9309168345979922,71.87888658152967,3.9117287418473,-0.05682334138640499
2022-04-09,73.36136545739343,-0.9735732161757067,71.31506093774739,3.222455896720104,-1.1641506290568628
2022-04-10,72.27548407106411,-1.0133616847873046,71.77042479596881,3.0772327985287684,-1.0858813863293193
2022-04-11,66.48125792637254,-1.2256716000220456,71.11200272112792,3.6808995756644753,-5.794226144691578
2022-04-12,71.5616553443292,-1.0395175359192215,71.20719017435205,3.682977773469496,5.080397417956661
2022-04-13,72.05516707354708,-1.0214344596323919,72.12039791242763,2.7545764865837135,0.4935117292178859
2022-04-14,69.85830820131147,-1.1019309589577315,71.4455363086383,2.6265940007482054,-2.196858872235609
2022-04-15,73.16132875042632,-0.9809028880317031,71.25065240349201,2.4008951936298506,3.303020549114848
2022-04-16,76.08319375814895,-0.8738409790509365,71.63948501788568,2.9559487230333685,2.92186500772263
2022-04-17,83.58618293689962,-0.5989191936789358,73.25529914157644,5.42323560425436,7.502989178750667
2022-04-18,75.1176014806075,-0.9092218581324273,74.48906250646716,4.5349428119945525,-8.468581456292114
2022-04-19,75.61908246786349,-0.8908467752072129,75.06869495268634,4.354110201093775,0.501480987255988
2022-04-20,74.04289307060594,-0.948600930631787,75.35265580940904,4.186409294878854,-1.5761893972575507
2022-04-21,64.90224850809392,-1.2835290856254895,74.64464728180654,5.487415319075645,-9.140644562512023
2022-04-22,74.44172353776301,-0.9339871305210119,74.82756082285464,5.450949518815136,9.539475029669092
2022-04-23,74.95085611350959,-0.9153316808887894,74.66579830219187,5.424213027541253,0.5091325757465768
2022-04-24,87.03856983915189,-0.4724180954699487,75.15899643108504,6.433532266222566,12.087713725642303
2022-04-25,73.83046979285271,-0.9563844666843093,74.97512047569151,6.453275930886135,-13.20810004629918
2022-04-26,76.36720767014448,-0.8634342451618042,75.08199550458879,6.471886448940927,2.5367378772917704
2022-04-27,74.75041013362474,-0.9226763491733514,75.18306937073433,6.458464584725436,-1.6167975365197407
2022-04-28,69.14239997952541,-1.1281630061867658,75.78880529522453,5.454303893342334,-5.608010154099333
2022-04-29,80.75907086051386,-0.7025092004042468,76.69128348418896,5.710870163161004,11.616670880988451
2022-04-30,78.86115706618291,-0.7720518635200816,77.24989790599943,5.703495149852388,-1.8979137943309468
2022-05-01,79.11057908669201,-0.7629126330672834,76.11732779850516,3.954831906434378,0.24942202050910112
2022-05-02,70.65982647227884,-1.0725620196173022,75.6643787527089,4.415175228120235,-8.450752614413176
2022-05-03,82.26952201930204,-0.6471638014708045,76.50756651687426,5.0846144333602,11.609695547023207
2022-05-04,68.29255032806239,-1.1593028862947747,75.58501511607963,5.966028947760521,-13.976971691239655
2022-05-05,78.27984163305074,-0.7933522110127335,76.89036392372611,5.2818598369725684,9.987291304988346
2022-05-06,86.33910778752185,-0.4980475281470876,77.68751205615582,6.2882431469390845,8.059266154471118
2022-05-07,70.47297286140845,-1.0794086412876596,76.48920002690234,6.805297965518818,-15.866134926113403
2022-05-08,72.6305710891682,-1.0003507161381602,75.56348459868465,6.829973500713614,2.157598227759749
2022-05-09,75.99433203860683,-0.8770970176784392,76.32555682244579,6.480299840014157,3.3637609494386282
2022-05-10,73.01035315691848,-0.9864348805117567,75.00281841353386,5.991356425336648,-2.983978881688344
2022-05-11,67.80374243642194,-1.1772136062854561,74.93298871472807,6.084720956762963,-5.206610720496542
2022-05-12,75.92690648138762,-0.8795676002860892,74.59685512163334,5.932095220818858,8.123164044965677
2022-05-13,70.29734148751149,-1.0858440618552168,72.30517422163186,3.027133755485129,-5.62956499387613
2022-05-14,77.99936034385365,-0.8036295038292937,73.38037243340975,3.557987915695489,7.702018856342164
2022-05-15,71.0546187532575,-1.0580961852475648,73.15523638542251,3.661688874768102,-6.944741590596152
2022-05-16,83.41959184677881,-0.6050233634747271,74.21598778658993,5.320839010550827,12.364973093521314
2022-05-17,71.76970662569195,-1.031894196959441,74.03875256784328,5.387931221036964,-11.649885221086862
2022-05-18,74.08962797551264,-0.9468884873388487,74.93673621628481,4.648681382819741,2.3199213498206888
2022-05-19,79.7794297706596,-0.7384048509283423,75.48709668618082,5.000206641959401,5.689801795146963
2022-05-20,69.56741295037652,-1.1125898363515265,75.38282118087581,5.132338349728347,-10.212016820283083
2022-05-21,76.86694543689232,-0.8451230366848903,75.22104762273848,5.053357538041197,7.299532486515801
2022-05-22,82.27132939692845,-0.6470975762008415,76.82343485754862,5.285079060630979,5.404383960036128
2022-05-23,67.70226676767275,-1.1809318406264244,74.57810270339061,5.3539419898246985,-14.569062629255697
2022-05-24,76.6650563881852,-0.8525205813694552,75.2774383837468,5.244568037168842,8.962789620512453
2022-05-25,77.04168200075162,-0.8387204034194687,75.69916038735235,5.251819989535621,0.37662561256641425
2022-05-26,79.64998058044142,-0.7431480808120442,75.68066764589263,5.23525974048844,2.6082985796898015
2022-05-27,69.55296912465283,-1.1131190817310619,75.6786042422178,5.2380728595827755,-10.09701145578859
2022-05-28,69.13059586005025,-1.128595528415379,74.57341144552608,5.737864655757501,-0.42237326460258373
2022-05-29,78.33608481623071,-0.7912913688648288,74.01123364828355,5.003765379272666,9.20548895618046
2022-05-30,77.20318275189486,-0.8328027519627714,75.36850736031526,4.23706148760831,-1.1329020643358518
2022-05-31,76.96103336736735,-0.8416755011477994,75.41078978591271,4.253600932847118,-0.242149384527508
2022-06-01,77.42959068879195,-0.8245067951445979,75.46620531277563,4.280828908833519,0.4685573214245977
2022-06-02,72.28452127141362,-1.0130305469973304,74.41399684005738,3.9753850136083955,-5.145069417378323
2022-06-03,76.8317676721327,-0.8464120074754256,75.45382520398307,3.402681300584048,4.547246400719075
2022-06-04,77.1203197125369,-0.8358389891449013,76.59521432576688,1.9640108163249623,0.28855204040419835
2022-06-05,72.06630746570187,-1.0210262574575024,75.6995318471199,2.4155285303130554,-5.054012246835029
2022-06-06,84.94873896911795,-0.5489929138826442,76.80603987815176,4.2763889491711975,12.882431503416086
2022-06-07,77.96957350778364,-0.8047209421824428,76.95011704106837,4.299408769257847,-6.979165461334318
2022-06-08,69.62322089698978,-1.1105449419827176,75.83492135652521,5.093416941087026,-8.346352610793858
2022-06-09,78.84066961301701,-0.7728025572859804,76.77151397675426,4.931972534353177,9.217448716027235
2022-06-10,70.66153717533916,-1.072499336661432,75.89005247721232,5.444193908153978,-8.17913243767785
2022-06-11,79.44634066596754,-0.7506097800796797,76.22234118484528,5.600538687961326,8.784803490628377
2022-06-12,81.27884353920014,-0.6834638800115799,77.5384177667736,5.543275180651296,1.832502873232599
2022-06-13,71.35642594088738,-1.0470374766602863,75.59665876274066,4.852466121739142,-9.922417598312762
2022-06-14,80.24976226361404,-0.7211710997391889,75.92240001357358,5.108105667154493,8.893336322726668
2022-06-15,77.46895111270204,-0.8230645648872214,77.04321861581819,4.290978587423118,-2.780811150912001
2022-06-16,79.4866817546498,-0.7491316166623866,77.13550606462287,4.342715099976661,2.0177306419477503
2022-06-17,84.83089904684621,-0.5533107612161837,79.15970061769531,4.118662838997098,5.344217292196419
2022-06-18,74.08981475242875,-0.9468816435273997,78.39448263004691,4.533265410224462,-10.741084294417462
2022-06-19,71.51721326411736,-1.04114596636826,76.9999640193208,4.977742002569985,-2.572601488311392
2022-06-20,70.80682798268485,-1.067175644036799,76.92145002529186,5.084777174069658,-0.710385281432508
2022-06-21,71.143271966675,-1.0548477866252224,75.62052284001486,5.253452071276655,0.33644398399015074
2022-06-22,74.80420541793109,-0.9207052020406885,75.239844883619,5.193390496585283,3.660933451256085
2022-06-23,76.86238198026825,-0.8452902491934875,74.86494491585022,4.923430078379624,2.0581765623371666
2022-06-24,76.50655220953207,-0.8583284335129255,73.67575251051962,2.546774598959788,-0.35582977073617883
2022-06-25,79.22510905612309,-0.7587160678151614,74.40936598247595,3.310915145239231,2.7185568465910137
2022-06-26,75.1199659986574,-0.909135218326833,74.9240449445531,3.0566620844886083,-4.105143057465682
2022-06-27,82.28811052058697,-0.6464826884052127,76.56422816425342,3.523863361194822,7.1681445219295625
2022-06-28,73.66241025130377,-0.9625424429402645,76.92410506205752,2.9617809778090036,-8.6257002692832
2022-06-29,88.55161610819889,-0.4169776074555293,78.88802087495291,5.104559412085362,14.889205856895117
2022-06-30,78.04405538767169,-0.8019918043803147,79.05683136172483,5.0456044682147,-10.507560720527195
2022-07-01,70.59480273475069,-1.074944595626265,78.21229572247036,5.956202205905942,-7.449252652921004
2022-07-02,69.49097439012263,-1.1153906701199905,76.82170505589886,6.762119076460439,-1.103828344628056
2022-07-03,77.22267082462953,-0.8320886771291238,77.12209145960917,6.720500480041099,7.731696434506901
2022-07-04,73.65794319538024,-0.9627061231696497,75.88921041315106,6.398741552687794,-3.5647276292492904
2022-07-05,78.31033545022719,-0.792234867716451,76.55319972728297,6.370248498134965,4.652392254846944
2022-07-06,77.07177538532761,-0.8376177326280795,74.91322248115851,3.673341872114718,-1.2385600648995734
2022-07-07,74.30692629470802,-0.938926321800783,74.37934689644942,3.404187652831602,-2.7648490906195917
2022-07-08,70.40286599597528,-1.081977471410234,74.35192736233864,3.440332456759048,-3.9040602987327446
2022-07-09,67.028693060949,-1.2056126820378161,74.00017288674242,4.08554571702522,-3.37417293502628
2022-07-10,72.33683053074012,-1.011113850248486,73.30219570190107,3.8540479285873297,5.30813746979112
2022-07-11,78.81830740387603,-0.7736219451746517,74.03939058882904,4.389738992534166,6.481476873135918
2022-07-12,75.57417272640909,-0.8924923415284608,73.64851019971216,4.055118666286836,-3.2441346774669455
2022-07-13,68.24293337288786,-1.1611209326195564,72.3872470550779,4.18389666151805,-7.331239353521227
2022-07-14,75.30603794061138,-0.9023172382830261,72.52997729020697,4.276320771719497,7.063104567723514
2022-07-15,76.33585896346135,-0.8645829130067264,73.37754771413356,4.371365529290173,1.0298210228499727
2022-07-16,69.95980608267813,-1.098211910710158,73.79627814580913,3.759403227801815,-6.37605288078322
2022-07-17,75.11827197231058,-0.9091972902206663,74.19362692317635,3.7262839790531963,5.158465889632453
2022-07-18,74.61202451147071,-0.9277470245276689,73.59272936711844,3.1509521216737606,-0.506247460839873
2022-07-19,68.57829429071471,-1.1488327605222188,72.59331816201924,3.5070804023130204,-6.033730220755999
2022-07-20,76.05512666635575,-0.8748694031632678,73.7093457753718,3.112804859516082,7.476832375641038
2022-07-21,77.04408438493834,-0.838632376136738,73.95763812456137,3.323573294149324,0.9889577185825971
2022-07-22,79.63036596588137,-0.7438667923449764,74.42828198204994,3.8997906774693822,2.586281580943023
2022-07-23,79.46009213095904,-0.7501059039288716,75.78546570323293,3.73515744667148,-0.17027383492232673
2022-07-24,67.27977898762695,-1.1964124833437295,74.66568099113526,4.946927351529639,-12.180313143332086
2022-07-25,69.45716381468164,-1.1166295448595434,73.9292723201654,5.325445667934237,2.1773848270546807
2022-07-26,76.70079483007886,-0.8512110664524347,75.08962954007457,4.826758718840962,7.243631015397227
2022-07-27,76.67509073842713,-0.8521529063778172,75.17819583608477,4.8530435977254704,-0.025704091651732597
2022-07-28,76.6632012729568,-0.8525885558231715,75.12378396294454,4.830720606627462,-0.011889465470332539
2022-07-29,93.3347275044904,-0.2417165890302586,77.08154989703155,8.411444789008682,16.671526231533605
2022-07-30,76.90998076439844,-0.8435461519539942,76.71724827323717,8.346230523697997,-16.424746740091962
2022-07-31,79.71921071885718,-0.7406113754001911,78.49430994912721,7.2548569746630935,2.8092299544587434
2022-08-01,78.7986865734192,-0.7743408844682002,79.82881320037544,6.079391975050536,-0.9205241454379802
2022-08-02,77.27441453815129,-0.8301927029028158,79.91075887295722,6.033897146755274,-1.5242720352679129
2022-08-03,72.43142178832962,-1.0076478719833517,79.3045204515147,6.5998200537207685,-4.842992749821676
2022-08-04,77.79449651158038,-0.8111360494453033,79.46613405703236,6.537921701411276,5.363074723250762
2022-08-05,70.12902239910079,-1.0920115483323545,76.151033327691,3.5209146781471623,-7.665474112479586
2022-08-06,72.80421168451699,-0.9939882409500652,75.56449488770792,3.710302403067287,2.675189285416195
2022-08-07,71.5583434365599,-1.0396388896324191,74.3986567045226,3.4610065650415422,-1.245868247957091
2022-08-08,74.3931300646824,-0.935767674789233,73.76929148898877,2.879191504990643,2.834786628122501
2022-08-09,85.55743313510413,-0.5266893648741533,74.95257985998204,5.269592941759922,11.164303070421738
2022-08-10,64.65001849382263,-1.2927712055587366,73.8409508179096,6.554237273474893,-20.907414641281505
2022-08-11,77.42171272361652,-0.8247954566632977,73.78769599105762,6.518175066169254,12.771694229793894
2022-08-12,65.93280227744033,-1.2457679113200593,73.18823597367756,7.079520155256101,-11.488910446176192
2022-08-13,71.6446335357668,-1.0364770793767046,73.02258195242753,7.103529390620187,5.71183125832647
2022-08-14,79.45893669828585,-0.7501482408702989,74.1512381326741,7.451245906906559,7.814303162519053
2022-08-15,74.34749193619659,-0.9374399304016879,74.14471840003327,7.4510189425270426,-5.111444762089263
2022-08-16,68.6513304202406,-1.1461565973760977,71.72956086933847,5.659835867427376,-5.696161515955993
2022-08-17,70.4795890292693,-1.0791662140846752,72.56235666011658,4.8095412086736875,1.8282586090287083
2022-08-18,77.47227621750713,-0.8229427276130651,72.56958001638667,4.818086122407666,6.992687188237824
2022-08-19,70.44279604799685,-1.0805143690479302,73.21386484075187,4.0177604467601,-7.029480169510279
2022-08-20,75.19946028902814,-0.9062224176130191,73.72169723407492,4.0110106844163465,4.756664241031288
2022-08-21,74.36979498942186,-0.9366227100824445,72.9946769899515,3.1710525394113103,-0.8296652996062761
2022-08-22,70.9109660674786,-1.0633598544208682,72.50374472299178,3.1926500680128456,-3.4588289219432653
2022-08-23,84.91801641638742,-0.5501186384234426,74.82755700815562,5.2062527743305855,14.00705034890882
2022-08-24,77.3995472956817,-0.825607634166983,75.81612247478596,4.890464947602279,-7.518469120705717
2022-08-25,64.13825472679017,-1.3115230663397344,73.9112622618264,6.477270352626625,-13.261292568891534
2022-08-26,75.23264448404551,-0.9050064944758587,74.59552632411906,6.300376434232563,11.094389757255342
2022-08-27,71.03026541494636,-1.058988531363061,73.99992705639309,6.429510595432752,-4.202379069099152
2022-08-28,78.64263790719201,-0.7800587626234293,74.61033318750312,6.6688508658121215,7.612372492245655
2022-08-29,70.46161806307299,-1.0798246996554053,74.54614061544517,6.712415195162163,-8.181019844119021
2022-08-30,73.89679472530422,-0.953954212766859,72.97168037386184,4.930051953783856,3.4351766622312283
2022-08-31,77.04420004591002,-0.8386281381297154,72.92091648103732,4.878419241827864,3.147405320605799
2022-09-01,78.89938401663409,-0.7706511655826345,75.0296492367293,3.4223163582187364,1.8551839707240703
2022-09-02,68.62305345923232,-1.1471927114394507,74.08542194747028,4.184013258896458,-10.276330557401764
2022-09-03,73.00856443011676,-0.9865004223850229,74.36803609249463,4.006293946059761,4.3855109708844395
2022-09-04,72.36551067383243,-1.0100629629346678,73.47130363058612,3.568644250363176,-0.6430537562843313
2022-09-05,71.53541225224077,-1.040479125701473,73.62470280046723,3.438412419274203,-0.8300984215916571
2022-09-06,83.69382764018935,-0.5949749158305727,75.0242789311651,5.140324688077067,12.15841538794858
2022-09-07,76.95866133530673,-0.8417624162790264,75.01205911536464,5.134821257867707,-6.735166304882625
